site_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
168_180,172,915.000000000000000,823500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,915.000000000000000,1,1,915,5.0208998,1,915,5.0208998,1,1
141_164,173,726.000000000000000,653400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,726.000000000000000,1,1,726,4.0276999,1,726,4.0276999,1,1
608_115,174,723.000000000000000,650700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,723.000000000000000,1,1,723,5.3484001,1,723,5.3484001,1,1
172_580,177,1767.000000000000000,1590300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1767.000000000000000,1,1,1767,9.7115002,1,1767,9.7115002,1,1
565_690,178,787.000000000000000,708300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,787.000000000000000,1,1,787,6.0113001,1,787,6.0113001,1,1
279_605,179,536.000000000000000,482400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,536.000000000000000,1,1,536,3.6017001,1,536,3.6017001,1,1
356_617,180,127.000000000000000,114300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,127.000000000000000,1,1,127,1.0661000,1,127,1.0661000,1,1
462_301,181,429.000000000000000,386100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,429.000000000000000,1,1,429,2.3610001,1,429,2.3610001,1,1
167_181,183,697.000000000000000,627300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,697.000000000000000,1,1,697,4.3439999,1,697,4.3439999,1,1
606_111,184,500.000000000000000,450000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,500.000000000000000,1,1,500,2.9066000,1,500,2.9066000,1,1
311_440,185,295.000000000000000,265500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,295.000000000000000,1,1,295,1.6252000,1,295,1.6252000,1,1
138_564,186,877.000000000000000,789300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,877.000000000000000,1,1,877,4.8484998,1,877,4.8484998,1,1
